,x,y
0,11.236203565420874,28.521429192297486
1,21.959818254342153,17.959754525911098
2,4.680559213273096,4.679835610086079
3,1.7425083650459838,25.985284373248057
4,18.033450352296263,21.242177333881365
5,0.6175348288740734,29.09729556485983
6,24.973279224012654,6.370173320348284
7,5.454749016213018,5.502135295603015
8,9.127267288786133,15.742692948967136
9,12.958350559263472,8.736874205941257
10,18.355586841671386,4.184815819561255
11,8.764339456056545,10.99085529881075
12,13.682099526511077,23.555278841790408
13,5.990213464750792,15.427033152408349
14,17.772437065861276,1.3935123815999317
15,18.22634555704315,5.115723710618746
16,1.9515477895583855,28.466566117599996
17,28.96896099223678,24.251920443493834
18,9.13841307520112,2.930163420191516
19,20.526990795364707,13.204574812188039
20,3.6611470453433648,14.855307303338105
21,1.0316556334565519,27.279612062363462
22,7.7633994480005075,19.87566853061946
23,9.351332282682328,15.602040635334324
24,16.40130838029839,5.545633665765811
25,29.087538832936758,23.253984700833435
26,28.184968246925674,26.844820512829465
27,17.936999364332554,27.656227050693506
28,2.6547750615575847,5.879485872574356
29,1.356818667316142,9.759909922897931
30,11.660318690684461,8.140470953216877
31,24.86212527455788,10.702599800807679
32,8.428035290621423,16.280882494747456
33,4.22772674924288,24.06590942262119
34,2.236519310393125,29.60660809801552
35,23.167343078899723,5.961470446025173
36,0.16566351370807197,24.463842853645026
37,21.205720315428515,21.87021504122962
38,23.138110400578373,2.2213395520227106
39,10.753971856328178,3.4760717857538914
40,25.893102776267806,18.698943804826737
41,9.926940745579476,1.906750508580709
42,9.329469651469866,9.75549966080241
43,21.88818535014192,19.126724140656393
44,26.616382277289794,14.16644775485848
45,3.587827378149051,21.39734361668985
46,22.823551458506923,16.83831592708489
47,23.12901539863683,14.813867890931721
48,15.681984881459822,12.826230550756488
49,0.7625738023228557,3.2367428097991335
50,0.9428755706020275,19.092312337913413
51,9.4306794322898,15.257120734941083
52,27.226994217782792,7.478766874466248
53,12.311487691068892,22.666534156291462
54,6.863944964748674,2.30939729486379
55,8.692543587413041,4.836638617620133
56,27.89092957027719,24.243611386932507
57,19.002112695312704,26.14381770563153
58,24.110162306973432,5.597101766581075
59,26.776769954699333,16.18026725746952
60,24.223204654921876,26.8827389977048
61,9.540104249155917,3.3015577358303028
62,6.8380548762582505,12.81323365878769
63,24.540442977674793,25.821917497690304
64,0.2085639159357211,15.322419077326972
65,12.52233009446337,6.663234314121907
66,3.595961020010484,10.12845514210884
67,28.287291117375574,9.696087960622657
68,15.563718652300983,21.090568766855334
69,10.908888071378819,29.15346248162882
70,28.873418848263338,7.553468874760925
71,14.917455176771563,9.02634929450309
72,8.545214831324028,1.1066084206359839
73,18.286930019396905,15.080370696865845
74,1.5443625374996806,8.359393927098344
75,27.247976578999612,7.186856720009173
76,4.346846162736693,14.683582808326891
77,29.56951362331802,7.261658145345012
78,20.164066422176358,22.848588459861528
79,7.12912631977199,21.846490458355788
80,11.033493981577596,18.969174917807383
81,19.00589132282684,16.073240522242756
82,2.708693101632249,25.05907486767714
83,9.623401949152075,5.595555311995627
84,1.2232542466429175,17.726788295647253
85,20.326930855268472,0.49763486783568456
86,15.36279174897843,6.794873255938139
87,19.355183712283495,5.230992870149743
88,20.728132143073978,11.602060389016122
89,28.101899662102035,4.1256283243797975
90,10.231990531507755,3.404205637217672
91,27.740808548356885,26.32018060142943
92,7.738248831454668,19.79952138102537
93,24.516666006036473,16.65602434798387
94,15.889517350680194,7.25556872701355
95,2.793083034176976,26.916472738599804
96,27.012541714899914,18.993043718198038
97,10.170893731461021,10.476287238379827
98,21.778670366107182,26.913307798577314
99,26.61259272795352,23.396266375728715
100,19.26094938462863,2.524198949851465
101,4.848861422838413,26.956625655812378
102,18.1928717897877,0.27591154849888944
103,3.044146285980963,19.905053073241675
104,0.1518475153865606,4.82424154252496
105,16.462013680997583,20.756855930780798
106,19.558837785078016,6.728079283816793
107,21.365376640426074,7.117472624904002
108,9.76199094477803,22.394742153540726
109,19.48898697141644,25.47670231482534
110,19.7283867690103,17.049258100064147
111,2.8102430348427743,11.031474091783005
112,7.9560710304517634,7.319689301372508
113,29.190316642573368,11.792931740002812
114,26.761396655313398,18.934158779917887
115,23.844339106249453,15.079112793155764
116,17.307116538790773,14.775530814565917
117,5.857289633941335,21.67356345784516
118,8.423170873225674,0.7294789929436152
119,19.364168877215036,5.313320382211469
120,28.21375753058743,28.61785731007762
121,27.445931706613457,11.104761007663331
122,0.46369849586602285,27.849556877631763
123,12.84552444951943,28.999644571310085
124,28.908599312677584,25.590283664020802
125,8.833466762087571,11.552931858057757
126,25.534100145505708,9.50766015468833
127,5.084782400582775,16.704037873750504
128,28.08464322482343,20.88089390024919
129,17.101835102680948,2.9152948131230563
130,18.45021680097509,29.701615503127897
131,4.202520457095721,15.549889570912102
132,26.321192157838663,22.223058532626133
133,20.91047222985804,21.07452251961328
134,10.784734536592655,8.807755327934801
135,24.28083466435541,24.30340184037542
136,26.012169557403112,27.397216576694138
137,15.340271965828133,15.045488840615988
138,23.948855369003255,19.498917923332954
139,21.0590063177311,23.87378008308303
140,26.70016025452699,10.139854705546075
141,11.26748857919832,2.81945819522607
142,17.34840422988522,1.0782682139022626
143,13.967940543973805,16.2793390412273
144,8.596237563848533,17.724997817070324
145,0.9150074981714829,1.1204456624764325
146,24.678016819789747,10.805719242337886
